"UniqueID","Probability1"
6533,0.0611953151911815
6534,0.0841953151911815
6535,0.910480519480519
6536,0.260307291666667
6537,0.139224489795918
6538,0.85648051948052
6539,0.833480519480519
6540,0.0113636363636364
6541,0.107307291666667
6542,0.0171953151911815
6543,0.0111953151911815
6544,0.81048051948052
6545,0.0111953151911815
6546,0.0111953151911815
6547,0.0111953151911815
6548,0.88948051948052
6549,0.90948051948052
6550,0.229307291666667
6551,0.133224489795918
6552,0.103307291666667
6553,0.0141953151911815
6554,0.120195315191182
6555,0.904480519480519
6556,0.0111953151911815
6557,0.0111953151911815
6558,0.592480519480519
6559,0.0111953151911815
6560,0.900172413793104
6561,0.5435
6562,0.0111953151911815
6563,0.0111953151911815
6564,0.0111953151911815
6565,0.0111953151911815
6566,0.0151953151911815
6567,0.271307291666667
6568,0.90148051948052
6569,0.887172413793103
6570,0.0111953151911815
6571,0.0141953151911815
6572,0.709480519480519
6573,0.896172413793104
6574,0.89748051948052
6575,0.0121953151911815
6576,0.833571428571429
6577,0.0121953151911815
6578,0.0111953151911815
6579,0.0691953151911815
6580,0.0141953151911815
6581,0.876172413793104
6582,0.0191953151911815
6583,0.0111953151911815
6584,0.137307291666667
6585,0.0111953151911815
6586,0.0141953151911815
6587,0.188307291666667
6588,0.0111953151911815
6589,0.0111953151911815
6590,0.103
6591,0.86548051948052
6592,0.0111953151911815
6593,0.0111953151911815
6594,0.0111953151911815
6595,0.0111953151911815
6596,0.0121953151911815
6597,0.0121953151911815
6598,0.0111953151911815
6599,0.0111953151911815
6600,0.507
6601,0.149307291666667
6602,0.0111953151911815
6603,0.0111953151911815
6604,0.0371953151911815
6605,0.185307291666667
6606,0.894172413793104
6607,0.0221953151911815
6608,0.90948051948052
6609,0.69748051948052
6610,0.0111953151911815
6611,0.0111953151911815
6612,0.161307291666667
6613,0.0111953151911815
6614,0.0136923076923077
6615,0.0111953151911815
6616,0.166307291666667
6617,0.103307291666667
6618,0.0821953151911815
6619,0.141307291666667
6620,0.0111953151911815
6621,0.0161953151911815
6622,0.115307291666667
6623,0.0111953151911815
6624,0.0141953151911815
6625,0.100307291666667
6626,0.0111953151911815
6627,0.0111953151911815
6628,0.0111953151911815
6629,0.0201953151911815
6630,0.0111953151911815
6631,0.159307291666667
6632,0.182307291666667
6633,0.894571428571429
6634,0.0206923076923077
6635,0.375307291666667
6636,0.226307291666667
6637,0.245307291666667
6638,0.236307291666667
6639,0.165195315191182
6640,0.200307291666667
6641,0.250307291666667
6642,0.172307291666667
6643,0.233307291666667
6644,0.252307291666667
6645,0.0363636363636364
6646,0.149224489795918
6647,0.116307291666667
6648,0.105307291666667
6649,0.240307291666667
6650,0.898172413793104
6651,0.0111953151911815
6652,0.0111953151911815
6653,0.0261953151911815
6654,0.0151953151911815
6655,0.194307291666667
6656,0.0851953151911815
6657,0.0111953151911815
6658,0.0141953151911815
6659,0.0131953151911815
6660,0.630838709677419
6661,0.0111953151911815
6662,0.0111953151911815
6663,0.0241953151911815
6664,0.3465
6665,0.0151953151911815
6666,0.0111953151911815
6667,0.0311953151911815
6668,0.0111953151911815
6669,0.0221953151911815
6670,0.771480519480519
6671,0.78448051948052
6672,0.0111953151911815
6673,0.121307291666667
6674,0.0481953151911815
6675,0.0191953151911815
6676,0.0111953151911815
6677,0.0111953151911815
6678,0.0151953151911815
6679,0.0111953151911815
6680,0.868172413793104
6681,0.0111953151911815
6682,0.0111953151911815
6683,0.0261953151911815
6684,0.306333333333333
6685,0.0111953151911815
6686,0.0111953151911815
6687,0.0271953151911815
6688,0.891172413793103
6689,0.0111953151911815
6690,0.0111953151911815
6691,0.219307291666667
6692,0.149
6693,0.0111953151911815
6694,0.908480519480519
6695,0.0741953151911815
6696,0.0111953151911815
6697,0.74848051948052
6698,0.0111953151911815
6699,0.145195315191182
6700,0.0111953151911815
6701,0.465307291666667
6702,0.0111953151911815
6703,0.0236923076923077
6704,0.108307291666667
6705,0.112307291666667
6706,0.0111953151911815
6707,0.113307291666667
6708,0.0111953151911815
6709,0.0111953151911815
6710,0.0111953151911815
6711,0.102307291666667
6712,0.0111953151911815
6713,0.0111953151911815
6714,0.0983072916666667
6715,0.0111953151911815
6716,0.0111953151911815
6717,0.0111953151911815
6718,0.190307291666667
6719,0.0201953151911815
6720,0.888172413793104
6721,0.0111953151911815
6722,0.0161953151911815
6723,0.91548051948052
6724,0.143307291666667
6725,0.737838709677419
6726,0.0181953151911815
6727,0.126363636363636
6728,0.85148051948052
6729,0.0111953151911815
6730,0.0111953151911815
6731,0.223307291666667
6732,0.0111953151911815
6733,0.0111953151911815
6734,0.0121953151911815
6735,0.0141953151911815
6736,0.0111953151911815
6737,0.0121953151911815
6738,0.105195315191182
6739,0.141
